row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain
1985,"['briefly', 'describe', 'the', 'divideandconquer', 'paradigm']",11.9,"['divide', 'the', 'big', 'problem', 'into', 'small', 'problem', 'solve', 'small', 'problem', 'and', 'join', 'small', 'solved', 'element', 'of', 'the', 'problem', 'if', 'there', 'is', 'two', 'ore', 'more', 'element', 'in', 'the', 'array', 'divide', 'the', 'array', 'into', 'part', 'and', 'compare', 'the', 'element', 'after', 'comperison', 'conquer', 'the', 'element', 'if', 'array', 'have', 'n', 'element', 'first', 'half', 'have', 'n2', 'element']","['divide', 'a', 'problem', 'into', 'smaller', 'subproblems', 'solve', 'them', 'recursively', 'and', 'then', 'combine', 'the', 'solution', 'into', 'a', 'solution', 'for', 'the', 'original', 'problem']",5.0,5,science
1986,"['briefly', 'describe', 'the', 'divideandconquer', 'paradigm']",11.9,"['divide', 'the', 'array', 'in', 'half', 'sort', 'each', 'half', 'then', 'sort', 'them', 'back', 'in', 'one', 'array']","['divide', 'a', 'problem', 'into', 'smaller', 'subproblems', 'solve', 'them', 'recursively', 'and', 'then', 'combine', 'the', 'solution', 'into', 'a', 'solution', 'for', 'the', 'original', 'problem']",3.0,5,science
1987,"['briefly', 'describe', 'the', 'divideandconquer', 'paradigm']",11.9,"['you', 'take', 'a', 'class', 'and', 'break', 'down', 'everything', 'it', 'is', 'supposed', 'to', 'do', 'into', 'easily', 'managed', 'function']","['divide', 'a', 'problem', 'into', 'smaller', 'subproblems', 'solve', 'them', 'recursively', 'and', 'then', 'combine', 'the', 'solution', 'into', 'a', 'solution', 'for', 'the', 'original', 'problem']",2.75,5,science
1988,"['briefly', 'describe', 'the', 'divideandconquer', 'paradigm']",11.9,"['this', 'is', 'shown', 'by', 'the', 'use', 'of', 'cpp', 'and', 'header', 'file', 'by', 'splitting', 'the', 'program', 'up', 'into', 'smaller', 'subsection', 'of', 'individual', 'code', 'it', 'becomes', 'easier', 'to', 'write', 'and', 'keep', 'up', 'with', 'a', 'opposed', 'to', 'having', 'all', 'of', 'your', 'code', 'in', 'one', 'file']","['divide', 'a', 'problem', 'into', 'smaller', 'subproblems', 'solve', 'them', 'recursively', 'and', 'then', 'combine', 'the', 'solution', 'into', 'a', 'solution', 'for', 'the', 'original', 'problem']",2.75,5,science
1989,"['briefly', 'describe', 'the', 'divideandconquer', 'paradigm']",11.9,"['when', 'a', 'problem', 'is', 'too', 'big', 'split', 'it', 'into', 'smaller', 'problem', 'of', 'the', 'same', 'type', 'and', 'solve', 'those', 'then', 'from', 'the', 'solution', 'of', 'the', 'smaller', 'problem', 'give', 'the', 'solution', 'to', 'the', 'larger', 'original', 'problem']","['divide', 'a', 'problem', 'into', 'smaller', 'subproblems', 'solve', 'them', 'recursively', 'and', 'then', 'combine', 'the', 'solution', 'into', 'a', 'solution', 'for', 'the', 'original', 'problem']",4.75,5,science
1990,"['briefly', 'describe', 'the', 'divideandconquer', 'paradigm']",11.9,"['it', 'is', 'the', 'separating', 'of', 'large', 'program', 'into', 'smaller', 'class', 'then', 'until', 'target', 'is', 'reached']","['divide', 'a', 'problem', 'into', 'smaller', 'subproblems', 'solve', 'them', 'recursively', 'and', 'then', 'combine', 'the', 'solution', 'into', 'a', 'solution', 'for', 'the', 'original', 'problem']",3.25,5,science
1991,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['it', 'us', 'the', 'divide', 'and', 'conqure', 'technique', 'recursively', 'and', 'then', 'when', 'merging', 'back', 'together', 'it', 'compare', 'each', 'element', 'together', 'in', 'a', 'sorted', 'list', 'this', 'is', 'done', 'by', 'reversing', 'the', 'divide', 'and', 'conquer', 'technique']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
1992,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['a', 'merge', 'sort', 'work', 'by', 'removing', 'all', 'item', 'to', 'sepperate', 'memory', 'location', 'and', 'merging', 'them', 'back', 'together', 'in', 'order']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",3.5,5,science
1993,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['it', 'divide', 'the', 'array', 'into', 'two', 'half', 'sort', 'each', 'half', 'then', 'merges', 'the', 'two', 'half', 'together']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
1994,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['divide', 'into', 'two', 'sublists', 'and', 'then', 'those', 'sublists', 'break', 'into', 'length', '1', 'then', 'merges', 'the', 'sublists', 'sorted']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
1995,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'us', 'the', 'divide', 'and', 'conquer', 'idea', 'where', 'it', 'divide', 'the', 'array', 'in', 'half', 'multiple', 'time', 'and', 'then', 'join', 'each', 'element', 'of', 'the', 'array', 'back', 'into', 'one', 'sorted', 'array', 'this', 'is', 'one', 'of', 'the', 'best', 'sorting', 'algorithm', 'besides', 'quicksort']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
1996,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['divide', 'the', 'line', 'in', 'half', 'coninuously', 'until', 'you', 'get', 'to', 'only', 'a', 'single', 'value', 'then', 'recombine', 'the', 'value', 'to', 'form', 'a', 'sorted', 'line']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
1997,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['continually', 'split', 'array', 'in', 'half', 'sort', 'each', 'side', 'of', 'the', 'half', 'then', 'put', 'them', 'back', 'together', 'once', 'organized']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
1998,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'split', 'the', 'array', 'of', 'element', 'into', 'smaller', 'array', 'until', 'the', 'array', 'reach', 'size', '1', 'and', 'then', 'the', 'merge', 'sort', 'merges', 'the', 'smaller', 'array', 'into', 'array', 'of', 'size', '2', 'then', 'it', 'move', 'to', 'the', 'next', 'step', 'and', 'merges', 'the', 'next', 'array']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
1999,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['by', 'divide', 'and', 'conquer']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",3.25,5,science
2000,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['break', 'a', 'single', 'array', 'down', 'into', 'many', 'array', 'with', 'individual', 'element', 'then', 'sort', 'the', 'element', 'a', 'you', 'reconstruct', 'them', 'back', 'into', 'a', 'single', 'array']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2001,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'break', 'the', 'array', 'in', 'half', 'and', 'continues', 'to', 'do', 'so', 'until', 'it', 'ha', '2', 'element', 'to', 'compare', 'and', 'sort', 'them', 'after', 'doing', 'so', 'it', 'merges', 'back', 'a', 'it', 'keep', 'on', 'sorting', 'the', 'algorithm', 'a', 'it', 'doe', 'so']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2002,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'divide', 'the', 'problem', 'in', 'half', 'organizes', 'each', 'half', 'then', 'brings', 'the', 'two', 'half', 'together', 'again']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2003,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['take', 'an', 'array', 'and', 'split', 'it', 'into', 'two', 'then', 'solve', 'these', 'simpler', 'problem', 'and', 'merge', 'the', 'two', 'answer', 'in', 'correct', 'order']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2004,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['a', 'merge', 'sort', 'recursively', 'divide', 'the', 'array', 'into', 'half', 'until', 'only', 'one', 'element', 'remains', 'then', 'it', 'sort', 'the', 'data', 'on', 'it', 'way', 'out', 'of', 'the', 'recursive', 'call', 'by', 'merging', 'the', 'cell']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2005,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'recursively', 'divide', 'an', 'array', 'into', 'two', 'array', 'until', 'all', 'array', 'have', '1', 'element', 'at', 'which', 'point', 'it', 'merges', 'the', '1', 'element', 'array', 'into', 'larger', 'sorted', 'array', 'the', 'final', 'returned', 'array', 'being', 'the', 'sorted', 'version', 'of', 'the', 'initial', 'array']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2006,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'continuously', 'break', 'an', 'array', 'in', 'half', 'then', 'sort', 'the', 'array', 'a', 'it', 'concatenates', 'them', 'back', 'together', 'into', 'one', 'sorted', 'array']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2007,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['it', 'take', 'an', 'array', 'split', 'itself', 'in', 'half', 'sort', 'the', 'two', 'half', 'either', 'by', 'recursion', 'or', 'iteration', 'and', 'compare', 'them', 'together', 'giving', 'a', 'third', 'array', 'a', 'full', 'sorted', 'list', 'with', 'both', 'half', 'rejoined']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2008,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['it', 'split', 'a', 'large', 'array', 'into', 'small', 'array', 'and', 'recurs', 'until', 'the', 'array', 'is', 'a', 'size', 'of', '1', 'and', 'then', 'merges', 'all', 'of', 'the', 'array', 'back', 'together', 'until', 'the', 'source', 'array', 'is', 'completely', 'sourted']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2009,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['mergesort', 'divide', 'the', 'array', 'into', 'smaller', 'half', 'and', 'then', 'combine', 'the', 'sorted', 'subarrays', 'into', 'one', 'sorted', 'array']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2010,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'break', 'the', 'array', 'down', 'in', 'half', 'until', 'it', 'is', 'comparing', 'two', 'value', 'sort', 'those', 'two', 'value', 'then', 'merges', 'that', 'back', 'with', 'the', 'other', 'broken', 'down', 'part', 'that', 'it', 'sorted', 'each', 'level', 'merging', 'more', 'set', 'together', 'till', 'you', 'return', 'back', 'to', 'your', 'whole', 'array', 'in', 'order']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2011,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['divide', 'the', 'data', 'into', 'twor', 'separate', 'array', 'sort', 'the', 'two', 'array', 'and', 'merges', 'them', 'back', 'to', 'back', 'together', 'recursively']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2012,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['take', 'the', 'initial', 'array', 'and', 'split', 'it', 'into', 'two', 'temporary', 'smaller', 'array', 'sort', 'the', 'two', 'smaller', 'array', 'and', 'merge', 'them', 'back', 'into', 'a', 'single', 'array']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2013,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'divide', 'the', 'data', 'into', 'half', 'until', 'data', 'of', 'one', 'element', 'is', 'reached', 'and', 'then', 'merges', 'each', 'element', 'together', 'according', 'to', 'it', 'placement', 'in', 'comparison', 'to', 'the', 'rest', 'of', 'the', 'data']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2014,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'us', 'the', 'divide', 'and', 'conquer', 'strategy', 'sorting', 'an', 'array', 'in', 'part', 'then', 'merging', 'the', 'sorted', 'part', 'back', 'together']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2015,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['divide', 'recursuivly', 'big', 'array', 'into', 'two', 'array', 'sort', 'two', 'array', 'and', 'merge', 'them', 'togather', 'recuruivly']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2016,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['divide', 'an', 'array', 'in', 'half', 'and', 'sort', 'each', 'half', 'by', 'calling', 'it', 'self', 'thus', 'dividing', 'each', 'half', 'again', 'and', 'again', 'and', 'sorting', 'it', 'until', 'the', 'array', 'is', 'sorted', 'then', 'putting', 'the', 'element', 'back', 'in', 'the', 'original', 'array', 'sorted']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2017,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'take', 'an', 'array', 'and', 'split', 'it', 'in', 'half', 'and', 'sends', 'each', 'half', 'back', 'to', 'itself', 'recursively', 'and', 'merges', 'and', 'sort', 'the', 'two', 'half', 'when', 'it', 'start', 'going', 'back', 'up']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2018,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'split', 'an', 'array', 'into', 'two', 'half', 'and', 'then', 'sort', 'the', 'two', 'smaller', 'array', 'and', 'then', 'merges', 'them', 'back', 'together', 'to', 'form', 'a', 'sorted', 'array']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2019,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['the', 'merge', 'sort', 'continually', 'divide', 'the', 'array', 'or', 'set', 'of', 'container', 'into', 'half', 'until', 'it', 'reach', 'the', 'point', 'where', 'there', 'is', 'just', 'one', 'element', 'left', 'then', 'merges', 'each', 'of', 'the', 'set', 'of', 'two', 'sorted', 'array', 'container']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",5.0,5,science
2020,"['briefly', 'describe', 'in', 'one', 'sentence', 'how', 'doe', 'merge', 'sort', 'work']",11.11,"['merge', 'sort', 'split', 'an', 'array', 'of', 'element', 'into', 'smaller', 'and', 'smaller', 'array', 'till', 'the', 'value', 'of', '1', 'is', 'reached']","['it', 'split', 'the', 'original', 'array', 'into', 'two', 'sort', 'each', 'of', 'the', 'two', 'half', 'and', 'then', 'merges', 'the', 'sorted', 'array']",3.75,5,science
2021,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'variable', 'in', 'memory', 'that', 'hold', 'the', 'address', 'of', 'another', 'memory', 'location', 'to', 'which', 'it', 'point', 'too']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2022,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'a', 'variable', 'that', 'contains', 'the', 'memory', 'address', 'of', 'a', 'given', 'value']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",4.75,5,science
2023,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'a', 'variable', 'that', 'store', 'the', 'address', 'of', 'another', 'variable']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2024,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'a', 'variable', 'that', 'hold', 'a', 'memory', 'address', 'or', 'location', 'of', 'another', 'variable']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2025,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'data', 'type', 'that', 'point', 'to', 'an', 'address', 'in', 'memory', 'which', 'contains', 'certain', 'information', 'used', 'for', 'passbyreference', 'to', 'save', 'memory']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2026,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'point', 'to', 'a', 'location', 'in', 'memory', 'of', 'a', 'certain', 'data', 'type']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",4.75,5,science
2027,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'a', 'variable', 'that', 'point', 'to', 'the', 'address', 'location', 'of', 'another', 'variable', 'represented', 'by']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2028,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'a', 'variable', 'that', 'hold', 'the', 'address', 'of', 'a', 'given', 'variable', 'and', 'of', 'a', 'given', 'data', 'type']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2029,"['what', 'is', 'a', 'pointer']",12.1,"['pointer', 'is', 'a', 'programming', 'data', 'type', 'whose', 'value', 'point', 'to', 'another', 'value', 'stored', 'in', 'computer', 'memory', 'by', 'it', 'address']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2030,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'data', 'type', 'that', 'point', 'to', 'a', 'specific', 'memory', 'address']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2031,"['what', 'is', 'a', 'pointer']",12.1,"['it', 'like', 'a', 'variable', 'except', 'it', 'only', 'hold', 'the', 'address', 'in', 'memory', 'of', 'the', 'variable', 'not', 'the', 'physical', 'information']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2032,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'a', 'reference', 'to', 'a', 'memory', 'location']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2033,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'an', 'alias', 'to', 'an', 'object', 'in', 'memory']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",3.875,5,science
2034,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'a', 'variable', 'that', 'contains', 'a', 'memory', 'address', 'for', 'something', 'that', 'you', 'can', 'use', 'such', 'a', 'a', 'value', 'array', 'or', 'even', 'a', 'function']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2035,"['what', 'is', 'a', 'pointer']",12.1,"['it', 'a', 'data', 'type', 'with', 'a', 'memory', 'address', 'and', 'a', 'value']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",3.25,5,science
2036,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'form', 'of', 'storing', 'data', 'that', 'keep', 'the', 'location', 'in', 'memory', 'of', 'an', 'data', 'type', 'or', 'object']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2037,"['what', 'is', 'a', 'pointer']",12.1,"['it', 'contains', 'a', 'object', 'memory', 'address']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2038,"['what', 'is', 'a', 'pointer']",12.1,"['variable', 'that', 'contains', 'the', 'memory', 'address', 'of', 'a', 'data', 'object']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2039,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'an', 'element', 'that', 'reference', 'a', 'memory', 'location']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2040,"['what', 'is', 'a', 'pointer']",12.1,"['an', 'object', 'that', 'point', 'to', 'a', 'specific', 'place', 'in', 'memory', 'where', 'a', 'variable', 'or', 'value', 'is', 'stored']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2041,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'variable', 'that', 'store', 'the', 'address', 'of', 'a', 'memory', 'location']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2042,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'a', 'variable', 'that', 'point', 'to', 'an', 'address', 'in', 'memory', 'which', 'contains', 'some', 'data', 'the', 'pointer', 'doe', 'not', 'contain', 'or', 'point', 'to', 'any', 'data', 'only', 'a', 'memory', 'address']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2043,"['what', 'is', 'a', 'pointer']",12.1,"['pointer', 'is', 'a', 'variable', 'which', 'have', 'a', 'memory', 'address', 'of', 'a', 'variable']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2044,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'point', 'to', 'a', 'location', 'in', 'memory', 'where', 'data', 'is', 'stored']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2045,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'variable', 'that', 'hold', 'the', 'address', 'of', 'another', 'variable', 'and', 'can', 'access', 'the', 'content', 'of', 'the', 'variable']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2046,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'pointer', 'is', 'a', 'memory', 'address', 'that', 'point', 'to', 'a', 'data', 'member']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2047,"['what', 'is', 'a', 'pointer']",12.1,"['a', 'data', 'type', 'that', 'store', 'the', 'memory', 'address', 'of', 'another', 'variable']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",5.0,5,science
2048,"['what', 'is', 'a', 'pointer']",12.1,"['it', 'like', 'a', 'variable', 'but', 'only', 'hold', 'an', 'address', 'in', 'meomrry', 'not', 'the', 'physical', 'address']","['the', 'address', 'of', 'a', 'location', 'in', 'memory']",3.0,5,science
2049,"['what', 'is', 'the', 'experimental', 'approach', 'for', 'measuring', 'the', 'running', 'time', 'of', 'an', 'algorithm']",12.2,"['try', 'several', 'set', 'of', 'data', 'on', 'an', 'algorithm', 'that', 'includes', 'worst', 'case', 'best', 'case', 'and', 'random', 'case', 'also', 'try', 'and', 'run', 'the', 'same', 'program', 'on', 'a', 'different', 'computer', 'with', 'the', 'same', 'spec']","['implement', 'the', 'algorithm', 'and', 'measure', 'the', 'physical', 'running', 'time']",4.375,5,science
2050,"['what', 'is', 'the', 'experimental', 'approach', 'for', 'measuring', 'the', 'running', 'time', 'of', 'an', 'algorithm']",12.2,"['not', 'answered']","['implement', 'the', 'algorithm', 'and', 'measure', 'the', 'physical', 'running', 'time']",0.0,5,science
2051,"['what', 'is', 'the', 'experimental', 'approach', 'for', 'measuring', 'the', 'running', 'time', 'of', 'an', 'algorithm']",12.2,"['time', 'complexity', 'using', 'big', 'o', 'logarthmic', 'olog', 'n', 'linear', 'on', 'exponential', 'on2', 'quadratic', 'onk', 'kgt1', 'polynomial', 'oan', 'ngt1']","['implement', 'the', 'algorithm', 'and', 'measure', 'the', 'physical', 'running', 'time']",2.25,5,science
2052,"['what', 'is', 'the', 'experimental', 'approach', 'for', 'measuring', 'the', 'running', 'time', 'of', 'an', 'algorithm']",12.2,"['using', 'some', 'sort', 'of', 'counting', 'principle', 'of', 'the', 'number', 'of', 'operation', 'performed', 'in', 'an', 'algorithm']","['implement', 'the', 'algorithm', 'and', 'measure', 'the', 'physical', 'running', 'time']",4.375,5,science
